s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"DEF%";16;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_1171";1171;59689030369;209;209;"Slime (Wind) 38 *";"Slime (Wind) 38 *";false;74.45;"Despair";6;6;12;"HP%";47;"";0;0;7;12;"-";"-";"-";16;"-";"-";"-";5;"-";"Hero";74.45
"HP%";8;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"row_1172";1172;72026876159;210;210;"Slime (Wind) 39 *";"Slime (Wind) 39 *";false;89.71;"Guard";1;6;12;"ATK flat";118;"ACC";6;0;"-";15;"-";"-";"-";"-";"-";8;"-";12;10;"Legend";89.71
"DEF%";12;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"RES";21;{"enchanted":false,"gvalue":0};"DEF flat";11;{"enchanted":false,"gvalue":0};"row_1173";1173;62585705290;210;210;"Slime (Wind) 39 *";"Slime (Wind) 39 *";false;73.27;"Accuracy";2;6;12;"SPD";31;"";0;0;21;6;"-";"-";"-";12;11;"-";"-";"-";"-";"Hero";73.27
"CDmg";4;{"enchanted":false,"gvalue":0};"SPD";27;{"enchanted":false,"gvalue":4};"HP%";17;{"enchanted":false,"gvalue":9};"DEF%";16;{"enchanted":false,"gvalue":9};"row_1174";1174;60866436758;210;210;"Slime (Wind) 39 *";"Slime (Wind) 39 *";false;105.87;"Nemesis";3;6;12;"DEF flat";118;"RES";5;0;"-";4;"-";"-";"-";16;"-";17;"-";27;"-";"Legend";105.87
"ACC";12;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":3};"DEF%";22;{"enchanted":false,"gvalue":7};"HP%";22;{"enchanted":false,"gvalue":7};"row_1175";1175;60183362227;211;211;"Slime (Wind) 40 *";"Slime (Wind) 40 *";false;105.95;"Endure";3;6;12;"DEF flat";118;"RES";4;0;"-";"-";"-";12;"-";22;"-";22;"-";14;"-";"Legend";105.95
"CRate";21;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"row_1176";1176;63291673428;211;211;"Slime (Wind) 40 *";"Slime (Wind) 40 *";false;85.42;"Energy";6;6;12;"HP%";47;"";0;0;"-";"-";"-";"-";6;15;"-";"-";"-";5;21;"Legend";85.42
"RES";13;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":4};"ATK%";34;{"enchanted":false,"gvalue":7};"HP%";12;{"enchanted":false,"gvalue":7};"row_1177";1177;60179018806;212;212;"Slime (Wind) 41 *";"Slime (Wind) 41 *";false;105.06;"Swift";1;6;12;"ATK flat";118;"CRate";4;0;13;"-";"-";"-";34;"-";"-";12;"-";10;"-";"Legend";105.06
"CDmg";11;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"HP flat";139;{"enchanted":false,"gvalue":0};"row_1178";1178;72215682556;212;212;"Slime (Wind) 41 *";"Slime (Wind) 41 *";false;74.16;"Energy";2;6;12;"SPD";31;"RES";7;0;"-";11;"-";"-";12;10;"-";"-";139;"-";"-";"Hero";74.16
"HP flat";359;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"DEF%";21;{"enchanted":false,"gvalue":0};"row_1179";1179;61640849178;212;212;"Slime (Wind) 41 *";"Slime (Wind) 41 *";false;82.76;"Tolerance";4;6;12;"HP%";47;"";0;0;"-";13;"-";"-";13;21;"-";"-";359;"-";"-";"Legend";82.76
"ATK%";15;{"enchanted":false,"gvalue":0};"CRate";20;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_1180";1180;59813250339;212;212;"Slime (Wind) 41 *";"Slime (Wind) 41 *";false;88.33;"Blade";6;6;15;"HP%";63;"ATK flat";18;0;"-";"-";"-";"-";15;7;"-";"-";"-";5;20;"Legend";88.33
"SPD";20;{"enchanted":false,"gvalue":3};"ACC";11;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":true,"gvalue":3};"RES";15;{"enchanted":false,"gvalue":0};"row_1181";1181;59729332880;213;213;"Slime (Wind) 42 *";"Slime (Wind) 42 *";false;95.94;"Fatal";1;6;12;"ATK flat";118;"HP flat";355;0;15;"-";"-";11;"-";"-";"-";11;"-";20;"-";"Legend";95.94
"RES";5;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":6};"CDmg";4;{"enchanted":false,"gvalue":0};"DEF%";30;{"enchanted":false,"gvalue":7};"row_1182";1182;61760430832;213;213;"Slime (Wind) 42 *";"Slime (Wind) 42 *";false;96.05;"Endure";3;6;12;"DEF flat";118;"SPD";6;0;5;4;"-";"-";"-";30;"-";20;"-";"-";"-";"Legend";96.05
"HP%";14;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":7};"ACC";14;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":4};"row_1183";1183;62327702338;213;213;"Slime (Wind) 42 *";"Slime (Wind) 42 *";false;97.32;"Focus";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";14;13;"-";"-";14;"-";21;"-";"Legend";97.32
"ACC";15;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":true,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"row_1184";1184;51054410241;213;213;"Slime (Wind) 42 *";"Slime (Wind) 42 *";false;75.6;"Energy";6;6;15;"HP%";63;"ATK flat";10;0;"-";"-";"-";15;13;"-";"-";"-";"-";6;5;"Hero";75.6
"HP%";32;{"enchanted":false,"gvalue":5};"SPD";13;{"enchanted":true,"gvalue":4};"ATK%";6;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_1185";1185;59681952633;214;214;"Slime (Wind) 43 *";"Slime (Wind) 43 *";false;95.24;"Swift";1;6;12;"ATK flat";118;"CRate";4;0;"-";"-";"-";6;6;"-";"-";32;"-";13;"-";"Hero";95.24
"SPD";16;{"enchanted":false,"gvalue":4};"DEF%";29;{"enchanted":false,"gvalue":7};"HP%";12;{"enchanted":false,"gvalue":6};"CDmg";11;{"enchanted":false,"gvalue":0};"row_1186";1186;60326972366;214;214;"Slime (Wind) 43 *";"Slime (Wind) 43 *";false;102.59;"Focus";3;6;12;"DEF flat";118;"";0;0;"-";11;"-";"-";"-";29;"-";12;"-";16;"-";"Legend";102.59
"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"row_1187";1187;60581621599;214;214;"Slime (Wind) 43 *";"Slime (Wind) 43 *";false;78.57;"Energy";4;6;15;"HP%";63;"";0;0;"-";"-";"-";"-";7;13;"-";"-";"-";10;11;"Hero";78.57
"DEF%";12;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":true,"gvalue":4};"HP%";28;{"enchanted":false,"gvalue":5};"ACC";14;{"enchanted":false,"gvalue":0};"row_1188";1188;51291470283;214;214;"Slime (Wind) 43 *";"Slime (Wind) 43 *";false;94.64;"Energy";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";14;"-";12;"-";28;"-";9;"-";"Legend";94.64
"SPD";9;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_1189";1189;72241972114;214;214;"Slime (Wind) 43 *";"Slime (Wind) 43 *";false;82.65;"Blade";6;6;12;"HP%";47;"RES";4;0;"-";18;"-";"-";"-";8;"-";"-";"-";9;6;"Hero";82.65
"DEF flat";20;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"ATK%";22;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"row_1190";1190;63390465274;215;215;"Slime (Wind) 44 *";"Slime (Wind) 44 *";false;84.74;"Fatal";2;6;12;"SPD";31;"ATK flat";16;0;"-";12;"-";12;22;"-";20;"-";"-";"-";"-";"Legend";84.74
"HP%";13;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"RES";21;{"enchanted":false,"gvalue":0};"row_1191";1191;63429463107;215;215;"Slime (Wind) 44 *";"Slime (Wind) 44 *";false;89.58;"Despair";5;6;12;"HP flat";1800;"ACC";7;0;21;"-";"-";"-";"-";6;"-";13;"-";10;"-";"Legend";89.58
"DEF%";13;{"enchanted":false,"gvalue":7};"CRate";21;{"enchanted":false,"gvalue":0};"ATK%";9;{"enchanted":false,"gvalue":4};"CDmg";13;{"enchanted":false,"gvalue":0};"row_1192";1192;61316354990;215;215;"Slime (Wind) 44 *";"Slime (Wind) 44 *";false;95.81;"Energy";6;6;15;"HP%";63;"HP flat";230;0;"-";13;"-";"-";9;13;"-";"-";"-";"-";21;"Legend";95.81
"HP%";17;{"enchanted":false,"gvalue":6};"ATK%";30;{"enchanted":false,"gvalue":7};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"row_1193";1193;63336030821;217;217;"Slime (Wind) 46 *";"Slime (Wind) 46 *";false;101.49;"Nemesis";1;6;12;"ATK flat";118;"CRate";4;0;"-";"-";"-";8;30;"-";"-";17;"-";10;"-";"Legend";101.49
"HP flat";336;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_1194";1194;62045552006;217;217;"Slime (Wind) 46 *";"Slime (Wind) 46 *";false;84.49;"Swift";4;6;12;"HP%";47;"";0;0;"-";19;"-";"-";"-";"-";"-";"-";336;17;5;"Legend";84.49
"CDmg";14;{"enchanted":false,"gvalue":0};"DEF flat";12;{"enchanted":false,"gvalue":0};"DEF%";22;{"enchanted":false,"gvalue":0};"ATK flat";11;{"enchanted":false,"gvalue":0};"row_1195";1195;61189345232;218;218;"Slime (Wind) 47 *";"Slime (Wind) 47 *";false;78.51;"Swift";2;6;15;"SPD";42;"CRate";4;0;"-";14;11;"-";"-";22;12;"-";"-";"-";"-";"Hero";78.51
"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_1196";1196;51187350588;218;218;"Slime (Wind) 47 *";"Slime (Wind) 47 *";false;85.12;"Energy";5;6;12;"HP flat";1800;"DEF%";8;0;6;"-";"-";"-";8;"-";"-";20;"-";10;"-";"Hero";85.12
"SPD";5;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"HP%";27;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":7};"row_1197";1197;61610810498;218;218;"Slime (Wind) 47 *";"Slime (Wind) 47 *";false;88.61;"Shield";6;6;15;"DEF%";63;"RES";7;0;"-";4;"-";"-";14;"-";"-";27;"-";5;"-";"Hero";88.61
"ATK%";20;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"CRate";12;{"enchanted":false,"gvalue":0};"ATK flat";15;{"enchanted":false,"gvalue":0};"row_1198";1198;65349374907;219;219;"Slime (Wind) 48 *";"Slime (Wind) 48 *";false;76.96;"Energy";2;6;12;"SPD";31;"DEF flat";11;0;"-";"-";15;"-";20;5;"-";"-";"-";"-";12;"Hero";76.96
"RES";4;{"enchanted":false,"gvalue":0};"HP%";30;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"row_1199";1199;60339080408;219;219;"Slime (Wind) 48 *";"Slime (Wind) 48 *";false;87.8;"Swift";3;6;12;"DEF flat";118;"DEF%";6;0;4;"-";"-";5;"-";"-";"-";30;"-";10;"-";"Legend";87.8
"HP%";8;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"row_1200";1200;72032973939;219;219;"Slime (Wind) 48 *";"Slime (Wind) 48 *";true;83.63;"Energy";4;6;12;"DEF%";47;"";0;0;8;"-";"-";"-";15;"-";"-";8;"-";17;"-";"Hero";83.63
"ATK%";19;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_1201";1201;60099491028;219;219;"Slime (Wind) 48 *";"Slime (Wind) 48 *";false;91.37;"Swift";6;6;12;"DEF%";47;"CRate";6;0;8;"-";"-";"-";19;"-";"-";6;"-";16;"-";"Legend";91.37
"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":true,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":5};"row_1202";1202;60299656842;220;220;"Slime (Wind) 49 *";"Slime (Wind) 49 *";false;83.76;"Despair";2;6;15;"SPD";42;"";0;0;"-";15;"-";"-";"-";10;"-";12;"-";"-";11;"Hero";83.76
"SPD";18;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"HP%";16;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_1203";1203;65502779693;220;220;"Slime (Wind) 49 *";"Slime (Wind) 49 *";false;84.82;"Blade";3;6;12;"DEF flat";118;"";0;0;7;"-";"-";"-";"-";8;"-";16;"-";18;"-";"Hero";84.82
"RES";14;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"row_1204";1204;72208154636;220;220;"Slime (Wind) 49 *";"Slime (Wind) 49 *";false;89.29;"Swift";4;6;12;"DEF%";47;"CRate";5;0;14;"-";"-";5;"-";"-";"-";13;"-";16;"-";"Legend";89.29
"ATK%";14;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":5};"ACC";6;{"enchanted":false,"gvalue":0};"DEF flat";48;{"enchanted":false,"gvalue":29};"row_1205";1205;60061278017;220;220;"Slime (Wind) 49 *";"Slime (Wind) 49 *";false;94.29;"Despair";6;6;15;"DEF%";63;"CRate";5;0;"-";"-";"-";6;14;"-";48;"-";"-";22;"-";"Hero";94.29
"RES";4;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":0};"ATK%";10;{"enchanted":false,"gvalue":0};"row_1206";1206;60308715844;221;221;"Slime (Wind) 50 *";"Slime (Wind) 50 *";false;83.93;"Blade";4;6;12;"DEF%";47;"ACC";6;0;4;"-";"-";"-";10;"-";"-";18;"-";12;"-";"Legend";83.93
"SPD";12;{"enchanted":false,"gvalue":0};"RES";20;{"enchanted":false,"gvalue":0};"HP flat";234;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"row_1207";1207;61760533828;221;221;"Slime (Wind) 50 *";"Slime (Wind) 50 *";false;76.34;"Revenge";6;6;12;"DEF%";47;"";0;0;20;"-";"-";"-";"-";"-";"-";7;234;12;"-";"Hero";76.34
"RES";6;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";23;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":4};"row_1208";1208;62621158783;222;222;"Slime (Wind) 51 *";"Slime (Wind) 51 *";false;92.43;"Rage";1;6;15;"ATK flat";160;"ACC";8;0;6;6;"-";"-";"-";"-";"-";12;"-";23;"-";"Hero";92.43
"ATK%";20;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"ATK flat";12;{"enchanted":false,"gvalue":0};"row_1209";1209;72203854862;222;222;"Slime (Wind) 51 *";"Slime (Wind) 51 *";false;90.24;"Swift";6;6;15;"DEF%";63;"CDmg";7;0;"-";"-";12;8;20;"-";"-";"-";"-";17;"-";"Legend";90.24
"CRate";17;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"row_1210";1210;68626289105;223;223;"Slime (Wind) 52 *";"Slime (Wind) 52 *";false;76.23;"Energy";2;6;12;"SPD";31;"";0;0;4;5;"-";"-";"-";13;"-";"-";"-";"-";17;"Hero";76.23
"CDmg";4;{"enchanted":false,"gvalue":0};"RES";24;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"row_1211";1211;62721065160;223;223;"Slime (Wind) 52 *";"Slime (Wind) 52 *";false;80.27;"Energy";4;6;12;"DEF%";47;"HP%";8;0;24;4;"-";"-";8;"-";"-";"-";"-";4;"-";"Hero";80.27
"CRate";10;{"enchanted":false,"gvalue":0};"ATK%";29;{"enchanted":false,"gvalue":7};"HP%";13;{"enchanted":false,"gvalue":6};"CDmg";8;{"enchanted":true,"gvalue":0};"row_1212";1212;59619185314;223;223;"Slime (Wind) 52 *";"Slime (Wind) 52 *";false;93.28;"Blade";6;6;15;"DEF%";63;"";0;0;"-";8;"-";"-";29;"-";"-";13;"-";"-";10;"Hero";93.28
"ATK%";6;{"enchanted":false,"gvalue":0};"DEF%";9;{"enchanted":true,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"CRate";17;{"enchanted":false,"gvalue":0};"row_1213";1213;59931941389;224;224;"Slime (Wind) 53 *";"Slime (Wind) 53 *";false;86.95;"Fatal";2;6;15;"SPD";42;"ACC";6;0;"-";12;"-";"-";6;9;"-";"-";"-";"-";17;"Legend";86.95
"HP%";24;{"enchanted":false,"gvalue":4};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":6};"row_1214";1214;60508431126;224;224;"Slime (Wind) 53 *";"Slime (Wind) 53 *";false;96.51;"Endure";3;6;12;"DEF flat";118;"HP flat";321;0;"-";"-";"-";"-";"-";14;"-";24;"-";10;10;"Legend";96.51
"ATK%";23;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":4};"CDmg";11;{"enchanted":false,"gvalue":0};"HP flat";138;{"enchanted":false,"gvalue":0};"row_1215";1215;59705555366;224;224;"Slime (Wind) 53 *";"Slime (Wind) 53 *";false;87.72;"Swift";6;6;12;"DEF%";47;"DEF flat";16;0;"-";11;"-";"-";23;"-";"-";18;138;"-";"-";"Legend";87.72
"CRate";14;{"enchanted":false,"gvalue":0};"ATK flat";12;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":0};"DEF flat";20;{"enchanted":false,"gvalue":0};"row_1216";1216;61122610950;225;225;"Slime (Wind) 54 *";"Slime (Wind) 54 *";false;72.38;"Fatal";2;6;12;"SPD";31;"RES";5;0;"-";"-";12;"-";11;"-";20;"-";"-";"-";14;"Hero";72.38
"HP%";12;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ATK flat";14;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_1217";1217;68712189865;225;225;"Slime (Wind) 54 *";"Slime (Wind) 54 *";false;78.39;"Swift";4;6;12;"DEF%";47;"ATK%";5;0;"-";"-";14;"-";"-";"-";"-";12;"-";17;4;"Hero";78.39
"CRate";11;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"DEF%";26;{"enchanted":false,"gvalue":7};"RES";8;{"enchanted":false,"gvalue":0};"row_1218";1218;60545297642;225;225;"Slime (Wind) 54 *";"Slime (Wind) 54 *";false;97.92;"Focus";5;6;12;"HP flat";1800;"ACC";7;0;8;"-";"-";"-";"-";26;"-";14;"-";"-";11;"Legend";97.92
"DEF%";23;{"enchanted":false,"gvalue":0};"RES";16;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"row_1219";1219;65646666093;226;226;"Slime (Wind) 55 *";"Slime (Wind) 55 *";false;88.39;"Blade";3;6;12;"DEF flat";118;"CDmg";7;0;16;"-";"-";4;"-";23;"-";"-";"-";6;"-";"Legend";88.39
"SPD";11;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"row_1220";1220;61595887625;226;226;"Slime (Wind) 55 *";"Slime (Wind) 55 *";false;83.69;"Endure";4;6;12;"DEF%";47;"DEF flat";17;0;8;"-";"-";"-";"-";"-";"-";13;"-";11;11;"Hero";83.69
"HP%";16;{"enchanted":false,"gvalue":0};"ATK%";25;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_1221";1221;62618329359;226;226;"Slime (Wind) 55 *";"Slime (Wind) 55 *";false;86.79;"Energy";5;6;15;"HP flat";2448;"ATK flat";11;0;"-";"-";"-";"-";25;6;"-";16;"-";6;"-";"Legend";86.79
"CRate";20;{"enchanted":false,"gvalue":0};"DEF flat";39;{"enchanted":false,"gvalue":21};"ATK%";8;{"enchanted":false,"gvalue":0};"ATK flat";35;{"enchanted":false,"gvalue":18};"row_1222";1222;60061500276;227;227;"Slime (Wind) 56 *";"Slime (Wind) 56 *";false;85.24;"Fatal";2;6;15;"SPD";42;"HP%";6;0;"-";"-";35;"-";8;"-";39;"-";"-";"-";20;"Hero";85.24
"DEF flat";28;{"enchanted":false,"gvalue":14};"SPD";19;{"enchanted":false,"gvalue":3};"ATK%";28;{"enchanted":false,"gvalue":7};"ACC";4;{"enchanted":false,"gvalue":0};"row_1223";1223;60861339759;227;227;"Slime (Wind) 56 *";"Slime (Wind) 56 *";false;95.99;"Nemesis";5;6;12;"HP flat";1800;"CDmg";4;0;"-";"-";"-";4;28;"-";28;"-";"-";19;"-";"Legend";95.99
"HP%";23;{"enchanted":false,"gvalue":10};"CRate";12;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":true,"gvalue":3};"row_1224";1224;50966225311;227;227;"Slime (Wind) 56 *";"Slime (Wind) 56 *";false;93.32;"Swift";6;6;15;"DEF%";63;"";0;0;"-";13;"-";"-";"-";"-";"-";23;"-";8;12;"Hero";93.32
"SPD";26;{"enchanted":false,"gvalue":4};"ATK flat";11;{"enchanted":false,"gvalue":0};"HP flat";198;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_1225";1225;72098121879;228;228;"Slime (Wind) 57 *";"Slime (Wind) 57 *";false;76.47;"Despair";6;6;12;"DEF%";47;"";0;0;"-";"-";11;"-";"-";"-";"-";"-";198;26;5;"Hero";76.47
"CRate";12;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"row_1226";1226;63456128739;229;229;"Slime (Wind) 58 *";"Slime (Wind) 58 *";false;97.62;"Energy";3;6;12;"DEF flat";118;"DEF%";8;0;8;"-";"-";8;"-";"-";"-";"-";"-";22;12;"Legend";97.62
"HP%";13;{"enchanted":false,"gvalue":0};"ATK%";19;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_1227";1227;63147480096;229;229;"Slime (Wind) 58 *";"Slime (Wind) 58 *";false;82.74;"Fight";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";"-";19;14;"-";13;"-";5;"-";"Legend";82.74
"ACC";4;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":0};"row_1228";1228;72076755943;230;230;"Slime (Wind) 59 *";"Slime (Wind) 59 *";false;90.48;"Fatal";1;6;12;"ATK flat";118;"CDmg";7;0;"-";"-";"-";4;7;"-";"-";13;"-";22;"-";"Legend";90.48
"CRate";18;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"ATK flat";24;{"enchanted":false,"gvalue":0};"HP flat";269;{"enchanted":false,"gvalue":0};"row_1229";1229;68760398045;230;230;"Slime (Wind) 59 *";"Slime (Wind) 59 *";true;76.24;"Energy";2;6;12;"SPD";31;"";0;0;"-";12;24;"-";"-";"-";"-";"-";269;"-";18;"Hero";76.24
"DEF%";24;{"enchanted":false,"gvalue":4};"CRate";11;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"HP%";16;{"enchanted":false,"gvalue":3};"row_1230";1230;61411322515;230;230;"Slime (Wind) 59 *";"Slime (Wind) 59 *";false;95.54;"Endure";3;6;12;"DEF flat";118;"SPD";4;0;"-";"-";"-";7;"-";24;"-";16;"-";"-";11;"Legend";95.54
"SPD";17;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"row_1231";1231;72241972236;230;230;"Slime (Wind) 59 *";"Slime (Wind) 59 *";false;88.99;"Swift";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";15;8;14;"-";"-";"-";17;"-";"Legend";88.99
"ACC";12;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"row_1232";1232;60629128885;231;231;"Slime (Wind) 60 *";"Slime (Wind) 60 *";false;92.86;"Despair";2;6;15;"HP%";63;"CRate";5;0;"-";"-";"-";12;8;8;"-";"-";"-";22;"-";"Legend";92.86
"SPD";13;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"row_1233";1233;60090555147;231;231;"Slime (Wind) 60 *";"Slime (Wind) 60 *";false;85.63;"Energy";5;6;12;"HP flat";1800;"CDmg";4;0;"-";"-";"-";"-";8;12;"-";14;"-";13;"-";"Legend";85.63
"SPD";14;{"enchanted":false,"gvalue":0};"HP flat";549;{"enchanted":false,"gvalue":195};"ATK%";14;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":4};"row_1234";1234;59978532322;232;232;"Slime (Wind) 61 *";"Slime (Wind) 61 *";false;85.29;"Energy";2;6;15;"HP%";63;"";0;0;"-";"-";"-";"-";14;17;"-";"-";549;14;"-";"Legend";85.29
